,Unnamed: 0,"Дата (месяц, год)","Число дней добычи нефти, сут",Накопленно времени,"Дебит жидкости, м3/сут","Обводненность об., %","Дебит нефти, м3/сут",Дебит воды м3/сут
47,115,2017-05-01,30.25,396.16666666666663,63.72231404958678,10.271341097370632,57.17717781841599,6.545136231170788
48,115,2017-06-01,30.0,426.16666666666663,61.81666666666666,9.107981220657276,56.18641627543036,5.630250391236306
49,115,2017-07-01,30.75,456.91666666666663,58.204878048780486,7.14332311305369,54.04711554219723,4.15776250658325
50,115,2017-08-01,30.791666666666668,487.7083333333333,57.47334235453315,5.044805841354132,54.573923822210205,2.899418532322947
51,115,2017-09-01,29.333333333333332,517.0416666666666,47.82954545454545,1.1374246668364316,47.28552040650971,0.5440250480357433
52,115,2017-10-01,30.666666666666668,547.7083333333333,47.439130434782605,1.4650822073905259,46.74410817544182,0.6950222593407838
53,115,2017-11-01,29.5,577.2083333333333,50.925423728813556,2.6782909205152374,49.56149272885083,1.3639309999627258
54,115,2017-12-01,26.75,603.9583333333333,48.39252336448598,10.272873194221509,43.42122080376832,4.971302560717661
55,115,2018-01-01,30.666666666666668,634.6249999999999,49.108695652173914,1.6737388024516737,48.28674435766558,0.8219512945083328
56,115,2018-02-01,26.458333333333332,661.0833333333333,49.15275590551181,2.144674663758633,48.09858920306717,1.054166702444637
